0,1,2,3
0.9999902248382568,7.805717814335367e-07,8.643190085422248e-06,3.2556511087022955e-07
0.06398524343967438,0.04563407599925995,0.8303876519203186,0.05999305471777916
0.019557461142539978,0.8372349739074707,0.01641359180212021,0.1267940253019333
0.9999996423721313,8.320243694015517e-08,3.1966334290700615e-07,5.2959009622099984e-08
0.02762630023062229,0.9097331166267395,0.04674992337822914,0.01589060202240944
0.08111101388931274,0.8844001293182373,0.01124630868434906,0.023242540657520294
1.0,5.397162272657852e-09,7.234704924030666e-08,3.1707800829394728e-09
0.11085662245750427,0.764106035232544,0.08875495195388794,0.03628236800432205
0.9994845390319824,2.4838203898980282e-05,0.0004748804494738579,1.5736004570499063e-05
0.003196404315531254,0.995800256729126,0.0003522629849612713,0.0006509857485070825
0.9999870657920837,2.2047493075660896e-06,9.90520857158117e-06,8.320795927829749e-07
0.9999960064888,5.786877750324493e-07,2.516778295102995e-06,8.244642231147736e-07
0.9984605312347412,0.0001311361265834421,0.0012855256209149957,0.0001228490873472765
0.0441584512591362,0.37078046798706055,0.028701813891530037,0.5563592910766602
0.999987006187439,3.440314003455569e-06,7.746796654828358e-06,1.8203949139206088e-06
0.9956340193748474,0.0012057708809152246,0.0030246474780142307,0.00013560272054746747
0.9999675750732422,2.326390813323087e-06,2.748537553998176e-05,2.585768243079656e-06
0.9997491836547852,1.1806544534920249e-05,0.00023632164811715484,2.6646516744222026e-06
0.9999836683273315,1.2455911928554997e-06,1.4851566447759978e-05,2.1258136939650285e-07
1.637051536818035e-05,0.9999806880950928,4.320305606597685e-07,2.468987077008933e-06
0.008779715746641159,0.9903000593185425,0.0001768599613569677,0.000743310316465795
0.014505306258797646,0.019132480025291443,0.10229456424713135,0.8640676736831665
0.9997758865356445,6.107566878199577e-05,0.00014437673962675035,1.864818113972433e-05
0.04387788474559784,0.19934341311454773,0.016475489363074303,0.7403032779693604
0.00045798407518304884,0.9994071125984192,2.8705730073852465e-05,0.00010623791604302824
0.17054928839206696,0.038015104830265045,0.10452016443014145,0.6869154572486877
0.9999937415122986,8.394625297114544e-07,5.141762812854722e-06,2.3165436857652821e-07
0.9994267225265503,0.0003724089765455574,0.00018860516138374805,1.2367088856990449e-05
0.9999920129776001,1.5967870012900676e-06,5.876153863937361e-06,4.980922199138149e-07
0.9984639883041382,3.5658111301017925e-05,0.0014918472152203321,8.566042197344359e-06
0.9999910593032837,6.200282314239303e-07,8.00772977527231e-06,3.1722396443001344e-07
0.998793363571167,3.494102929835208e-05,0.0011404770193621516,3.127733725705184e-05
0.9615964293479919,0.0017492591869086027,0.03599690645933151,0.000657438940834254
0.034020110964775085,0.02297975681722164,0.1486450582742691,0.794355034828186
0.02386888861656189,0.0368337444961071,0.8129902482032776,0.12630708515644073
0.9999977946281433,7.202895346836158e-08,2.108012949975091e-06,5.0822013264451016e-08
0.9999231100082397,2.7205301194044296e-06,7.343685865635052e-05,7.566831641270255e-07
1.0,3.59885038436758e-10,4.6500172601326994e-08,4.13229506168733e-10
0.010880060493946075,0.9552706480026245,0.00839519128203392,0.025454100221395493
2.724204387050122e-05,0.9999687671661377,8.127504429467081e-07,3.1637150641472545e-06
0.9999809265136719,3.653715339169139e-06,1.4301249393611215e-05,1.104110197047703e-06
0.999971866607666,4.059885213791858e-06,2.3488184524467215e-05,5.587026521425287e-07
0.999981164932251,2.2381495909939986e-06,1.636550405237358e-05,2.839009880517551e-07
0.0006938766455277801,0.9990416169166565,6.613835284952074e-05,0.00019838797743432224
0.9999406933784485,1.0894706065300852e-05,4.4578671804629266e-05,3.869907232001424e-06
0.5060355067253113,0.05409339442849159,0.4239659905433655,0.015905052423477173
0.9995114803314209,5.42279813089408e-05,0.0004284820461180061,5.748400781158125e-06
0.0060600112192332745,0.9918497800827026,0.0006013695383444428,0.0014888700097799301
0.0022563240490853786,0.012491775676608086,0.0010452225105836987,0.9842066764831543
0.9996215105056763,7.310193905141205e-05,0.0002596680715214461,4.5716704335063696e-05
0.0029157353565096855,0.9907996654510498,0.0031525162048637867,0.0031321090646088123
0.9999622106552124,2.8078600280423416e-06,3.445165202720091e-05,5.157662599231116e-07
0.0015999505994841456,0.9976174235343933,0.00031051874975673854,0.0004720776341855526
0.9995481967926025,0.00015995859575923532,0.00028121541254222393,1.0633314559527207e-05
0.9999967813491821,5.935683589086693e-07,2.332806843696744e-06,3.337891882893018e-07
0.011680273339152336,0.9834719300270081,0.0012614127481356263,0.003586453851312399
0.00027075072284787893,0.9996134042739868,2.6994646759703755e-05,8.877846994437277e-05
0.9999898672103882,5.282814754536957e-07,9.45547526498558e-06,1.0218480639423433e-07
0.9973548650741577,0.00011915783397853374,0.0025045862421393394,2.1402238417067565e-05
0.030986331403255463,0.03293098881840706,0.19640059769153595,0.739682137966156
0.05476129427552223,0.9367841482162476,0.002961844904348254,0.005492659751325846
0.9991937279701233,9.299829980591312e-05,0.0006935002165846527,1.97573026525788e-05
2.0951953047188e-05,0.9999731183052063,1.3596583130492945e-06,4.526158591033891e-06
0.9995226263999939,5.009724191040732e-05,0.00041679275454953313,1.0452208698552568e-05
0.9998860359191895,2.2096191969467327e-05,8.98256985237822e-05,2.0124723505432485e-06
0.9999322891235352,1.4738679965375923e-05,5.07104086864274e-05,2.26844758799416e-06
0.006625885143876076,0.9900076389312744,0.0017827441915869713,0.001583767938427627
0.9998860955238342,7.987617209437303e-06,0.00010201877739746124,3.925767487089615e-06
0.9999964237213135,4.0305874904333905e-07,3.0914372928236844e-06,5.657335222508664e-08
0.9690709114074707,0.02608966827392578,0.0034647290594875813,0.0013746913755312562
0.9985082149505615,0.00031045841751620173,0.0010737772099673748,0.00010759753058664501
0.5003755688667297,0.043653666973114014,0.43479233980178833,0.021178407594561577
0.999998152256012,1.2733498522266018e-07,1.743785333019332e-06,2.609461802194346e-08
0.9999943971633911,1.1425853472246672e-06,2.6969637474394403e-06,1.8197597455582581e-06
0.9999239444732666,1.4328929864859674e-05,5.842036989633925e-05,3.295212763987365e-06
