0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0.9995115995407104,0.002317468635737896,5.70297288504662e-07,0.0016401088796555996,0.0043823556043207645,0.009242885746061802,0.4969068765640259,0.6503621935844421,0.012685669586062431,0.0018023024313151836,0.19235529005527496,0.7513927817344666,0.0011901194229722023,0.03483964502811432,0.008180244825780392,0.03505045920610428,0.9969606399536133
0.9999166131019592,3.679414476209786e-06,5.6837329793779645e-06,0.015327057801187038,2.1855635168321896e-06,0.0008050123578868806,0.0005400603986345232,0.0015458117704838514,0.003707813797518611,0.0018242532387375832,0.0038144667632877827,0.003493059426546097,0.001097287517040968,0.00016135277110151947,0.00027736456831917167,0.00047308244393207133,0.9977536797523499
0.9998334646224976,1.5003652151790448e-06,1.386793974234024e-05,0.009986084885895252,1.1436779914220097e-06,0.0006251119775697589,0.00033990677911788225,0.0014413022436201572,0.0017638218123465776,0.0011129792546853423,0.0016923299990594387,0.002605877351015806,0.0013115460751578212,6.388888868968934e-05,0.00013814194244332612,0.00035231164656579494,0.9968404173851013
0.8711029291152954,8.373161108465865e-05,0.0001001410637400113,0.00018893147353082895,0.002263752743601799,0.008426991291344166,0.9932342171669006,0.1822872757911682,0.0013186598662286997,0.0003350725455675274,0.06127481162548065,0.9696514010429382,0.02188340201973915,0.052095964550971985,0.0043331412598490715,0.040650464594364166,0.962815523147583
0.9799604415893555,4.0431572415400296e-05,4.5395197957986966e-05,9.027821943163872e-05,0.0013619214296340942,0.017514385282993317,0.6217666864395142,0.1874685436487198,0.0004858601023443043,0.00025189269217662513,0.1182050108909607,0.9687085747718811,0.4484310746192932,0.31124570965766907,0.0036249749828130007,0.030618032440543175,0.8456722497940063
0.9982889890670776,0.03243640065193176,0.00013258756371214986,4.274132152204402e-06,0.007090475410223007,0.9938010573387146,0.08666832745075226,0.9703381657600403,7.334501424338669e-05,1.9928862457163632e-05,0.12952464818954468,0.6639529466629028,0.0017470534658059478,0.024679314345121384,0.0014577563852071762,0.03290117159485817,0.007370028644800186
0.9994875192642212,0.0007589897140860558,3.1208419386530295e-06,0.0002298594918102026,0.001931066857650876,0.0055442070588469505,0.034787215292453766,0.9970166087150574,0.0006271498277783394,0.00013374628906603903,0.04331216588616371,0.1636608988046646,0.0018842227291315794,0.009624342434108257,0.0005564235616475344,0.013253102079033852,0.9950903654098511
0.9998781681060791,4.251818609191105e-06,6.460355507442728e-06,0.021039782091975212,2.4488022063451353e-06,0.0006101385806687176,0.00053203891729936,0.0013349425280466676,0.004675752017647028,0.0022068775724619627,0.002643218031153083,0.0027561539318412542,0.00059060676721856,0.0001509999856352806,0.0002704039798118174,0.000489206868223846,0.9983903169631958
0.9425601959228516,8.328471449203789e-05,2.9988153983140364e-05,0.00014225809718482196,0.002337811514735222,0.010296481661498547,0.9838880300521851,0.1493004709482193,0.0009290169109590352,0.00031085885711945593,0.05370397865772247,0.9738947153091431,0.022996656596660614,0.0658576712012291,0.0034774229861795902,0.0436636321246624,0.9760740995407104
0.9998172521591187,1.3468701354213408e-06,2.2718011678080074e-05,0.0080594252794981,1.0976052635669475e-06,0.0007308009080588818,0.00043036192073486745,0.0018035637913271785,0.0014574340311810374,0.0009050201042555273,0.0021560904569923878,0.0036608781665563583,0.0026250628288835287,7.346540223807096e-05,0.00014113397628534585,0.0003825259336736053,0.9952869415283203
0.9989818334579468,0.7537294626235962,1.0409661626908928e-05,0.008816641755402088,0.024044059216976166,0.028088048100471497,0.050952840596437454,0.8064441680908203,0.03383591026067734,0.008521566167473793,0.10799042880535126,0.0477050356566906,0.0003845258033834398,0.029950227588415146,0.008990333415567875,0.09715729206800461,0.9809093475341797
0.9998230934143066,0.0001820890756789595,3.035100007764413e-06,0.00249332538805902,0.00042670112452469766,0.012573267333209515,0.03633230924606323,0.8497310876846313,0.0037250618916004896,0.001036701025441289,0.06869492679834366,0.21789364516735077,0.002184193581342697,0.0037976796738803387,0.0017623030580580235,0.008253541775047779,0.9919023513793945
0.9998737573623657,2.6042587251140503e-06,1.2512758985394612e-05,0.012611663900315762,1.794809350030846e-06,0.0008225686033256352,0.0005796037730760872,0.0018633300205692649,0.0026994948275387287,0.0013650304172188044,0.0033311329316347837,0.0048440610989928246,0.0013365903869271278,0.0001170679897768423,0.000229133409447968,0.00048320458154194057,0.9969842433929443
0.9946613907814026,0.00013500016939360648,3.4718078723017243e-07,0.00015923354658298194,0.0022318249102681875,0.014009641483426094,0.832470178604126,0.05349034443497658,0.0022436692379415035,0.0005422857357189059,0.1730526089668274,0.9852316975593567,0.013261431828141212,0.6578602194786072,0.007024003658443689,0.03432610630989075,0.979802668094635
0.9996951818466187,8.798394333098258e-07,5.9070822317153215e-05,0.003506174311041832,9.321147445007227e-07,0.0012634344166144729,0.0004609677707776427,0.0018190735718235373,0.0007127668941393495,0.0005804699612781405,0.002758887130767107,0.004470401909202337,0.02691809833049774,0.00015757403161842376,0.00012914524995721877,0.0003990705590695143,0.9774738550186157
0.9997161626815796,0.000255383929470554,8.210933629015926e-06,0.006745567079633474,0.00038162051350809634,0.007134102750569582,0.048011116683483124,0.6144574284553528,0.007296096999198198,0.002366255735978484,0.08473896235227585,0.20907409489154816,0.0033073299564421177,0.0038375190924853086,0.00314473919570446,0.01029824186116457,0.9933301210403442
0.9437779188156128,3.72418526239926e-07,0.04933294281363487,0.00017447356367483735,1.0621780575092998e-06,0.005508889444172382,0.0007911309949122369,0.008479015901684761,4.2447463783901185e-05,7.392575935227796e-05,0.0018514966359362006,0.006571502890437841,0.8759042620658875,0.00037277102819643915,5.593874448095448e-05,0.0006824307492934167,0.06717430055141449
0.9998699426651001,1.621859382794355e-06,1.301877182413591e-05,0.009777544997632504,1.189310410154576e-06,0.0007727541960775852,0.00040475884452462196,0.0015581801999360323,0.0018533889669924974,0.001103871501982212,0.0022663427516818047,0.0034217205829918385,0.001671553123742342,7.711259240750223e-05,0.00015876200632192194,0.00037585999234579504,0.9964364767074585
0.947614312171936,0.022975698113441467,0.002050862880423665,0.0005647410871461034,0.010459045879542828,0.005507408641278744,0.06685720384120941,0.9920334815979004,0.0011143831070512533,0.0004986616550013423,0.040442489087581635,0.14719468355178833,0.02444898709654808,0.017444370314478874,0.001767787616699934,0.07889489829540253,0.9433215856552124
0.9995693564414978,4.3783751607406884e-05,1.8724915662460262e-07,0.0003067375801037997,0.0006773740751668811,0.010653479024767876,0.7726535797119141,0.04002150893211365,0.0024146391078829765,0.0005610426887869835,0.22578021883964539,0.9875990748405457,0.003980295732617378,0.031813766807317734,0.005909232888370752,0.012678906321525574,0.9943457841873169
0.09194768220186234,0.0001308508071815595,0.7249629497528076,0.0014502059202641249,0.00015523475303780288,0.0019366430351510644,0.009908271953463554,0.2786049246788025,0.0003868895291816443,0.0007160521927289665,0.002203673357143998,0.018665747717022896,0.058055490255355835,0.0008282724302262068,0.00036284845555201173,0.008730072528123856,0.2996591329574585
0.9998332262039185,2.272039409945137e-06,1.686208270257339e-05,0.011761186644434929,1.636330352994264e-06,0.0007223245920613408,0.0005177187849767506,0.0018774080090224743,0.0023123780265450478,0.0012713721953332424,0.0026271336246281862,0.0038428273983299732,0.001531312009319663,9.943153418134898e-05,0.00019401978352107108,0.00045528466580435634,0.9967306852340698
0.9998588562011719,1.3510425560525618e-06,1.5841200365684927e-05,0.008350426331162453,1.0611373681967962e-06,0.0006992022972553968,0.00038595302612520754,0.0015671763103455305,0.001558811403810978,0.0009613867150619626,0.0023506160359829664,0.003271863330155611,0.0026872854214161634,8.329608681378886e-05,0.00014841087977401912,0.0003594194713514298,0.9957637786865234
0.9998600482940674,1.7440090687159682e-06,1.5343310224125162e-05,0.010748239234089851,1.2274113032617606e-06,0.000750100938603282,0.00038705221959389746,0.0014309671241790056,0.002013909164816141,0.0011652130633592606,0.002386616077274084,0.003110516117885709,0.001673589926213026,8.300527406390756e-05,0.00016803143080323935,0.00037923690979368985,0.9963353276252747
0.98955899477005,3.3974123653024435e-05,5.294620564200159e-08,3.557576928869821e-05,0.0013506407849490643,0.004251718986779451,0.9955037236213684,0.025848159566521645,0.001159061910584569,0.00018044753232970834,0.11313426494598389,0.9958637952804565,0.0071246325969696045,0.6914029717445374,0.0044646975584328175,0.02733737602829933,0.9937708377838135
0.9995850920677185,9.23190270896157e-07,5.8304460253566504e-05,0.004494923632591963,1.0202421663052519e-06,0.0007995482301339507,0.0004534656764008105,0.001805866020731628,0.0007890945998951793,0.000645967957098037,0.0018344229320064187,0.003811773145571351,0.01120765320956707,9.70461915130727e-05,0.00011564319720491767,0.0004140762030147016,0.9879717826843262
