0,1,2,3
0.4508863389492035,0.01515263132750988,0.5202102065086365,0.013750864192843437
0.17549921572208405,0.03832652419805527,0.6922439932823181,0.09393025189638138
0.9999974966049194,7.644173933840648e-07,1.710247829578293e-06,5.392587709707186e-08
0.12671437859535217,0.05662018433213234,0.39122048020362854,0.42544496059417725
0.9756790399551392,0.00221702316775918,0.021824106574058533,0.00027975498232990503
0.9998143315315247,7.460213964805007e-05,0.00010396125435363501,7.0796222644275986e-06
0.003661166178062558,0.012249895371496677,0.0029155034571886063,0.9811734557151794
0.9974045753479004,0.0009235349716618657,0.0014677810249850154,0.00020414585014805198
0.9999757409095764,1.0248357284581289e-05,1.3544451576308347e-05,4.685210797106265e-07
7.380779607046861e-06,0.9999876022338867,2.834069391610683e-06,2.15074715015362e-06
0.9911301732063293,0.00718851899728179,0.0014394671889021993,0.00024177088926080614
0.9999986886978149,6.77161722251185e-07,6.327855430754425e-07,3.58717429094213e-08
0.9992653727531433,9.146016964223236e-05,0.0006273968610912561,1.5694397006882355e-05
1.0,2.9237881449262204e-08,3.650566782198439e-08,2.8502360471804877e-09
0.9992524981498718,0.00048039123066700995,0.0002202457981184125,4.685390740633011e-05
0.9999992847442627,4.208781660963723e-07,2.757226695848658e-07,2.542219945667057e-08
0.8643669486045837,0.014309441670775414,0.1126045435667038,0.008719107136130333
0.9994058012962341,0.0003501029859762639,0.00016123683599289507,8.27945041237399e-05
0.9999955296516418,2.081038473988883e-06,2.1540140551223885e-06,2.1283214834966202e-07
0.004639767110347748,0.0062822699546813965,0.01870870403945446,0.9703692197799683
0.9979730844497681,0.0014314670115709305,0.00047070300206542015,0.00012465262261684984
0.004281824454665184,0.036030933260917664,0.005576929543167353,0.9541103839874268
0.9998546838760376,3.2714477129047737e-05,0.00010381436732131988,8.816979971015826e-06
0.9999946355819702,3.6013002500112634e-06,1.6293832914016093e-06,1.4767321943054412e-07
0.8977304100990295,0.019162748008966446,0.07227069139480591,0.01083611324429512
0.997809112071991,0.0005348690901882946,0.001486184075474739,0.00016979420615825802
0.9999656677246094,8.790145329840016e-06,2.472969936206937e-05,7.774159485052223e-07
0.9999868869781494,6.9240159064065665e-06,5.623568540613633e-06,5.319028559824801e-07
1.5526096831308678e-05,0.999978244304657,4.4755606722901575e-06,1.8022616359303356e-06
0.99997478723526,8.869513294484932e-06,1.323195465374738e-05,3.1340889563580276e-06
0.06197827309370041,0.1440851092338562,0.4321984052658081,0.36173826456069946
0.002674694173038006,0.9931961894035339,0.0031733454670757055,0.0009557830635458231
0.002567746676504612,0.9968745708465576,0.00039268762338906527,0.0001649486512178555
0.01690450869500637,0.8983743190765381,0.056896984577178955,0.027824191376566887
0.016833607107400894,0.9500929117202759,0.0258178748190403,0.007255537901073694
6.769415631424636e-05,0.9999138116836548,1.042620169755537e-05,8.077071470324881e-06
0.9997401237487793,0.00017237852443940938,5.495496588991955e-05,3.2562267733737826e-05
0.999983549118042,9.425586540601216e-06,6.29793885309482e-06,7.421754162351135e-07
0.99993896484375,1.647092358325608e-05,4.170617467025295e-05,2.9643779271282256e-06
